,id,name,start_date,changed_company_id,parent,change_date
0,1,Electronic Arts,391392000,5,,
1,2,BioWare,791596800,,1,
2,4,Eidos Interactive,833500800,4940,26,1257724800
3,5,Interplay Entertainment,441676800,,,
4,8,2K Games,1106611200,,139,
5,10,LucasArts,662601600,,13016,
6,12,Black Isle Studios,828230400,,,
7,17,Digital Extremes,757296000,,,
8,19,Arkane Studios,922838400,,245,
9,23,Feral Interactive,851990400,,,
10,24,Sierra Entertainment,291686400,,,1230681600
11,26,Square Enix,1049155200,,,
12,29,Rockstar Games,,,139,883612800
13,32,Sierra On-Line,283996800,24,147,1014076800
14,36,Frictional Games,1167523200,,,
15,37,Capcom,296870400,,,
16,38,Ubisoft Montreal,859852800,,104,
17,41,Riot Games,1156982400,,3595,
18,42,Tencent Holdings,915062400,,,
19,45,"Sony Computer Entertainment, Inc. (SCEI)",753408000,10100,10282,1459468800
20,47,Obsidian Entertainment,1072828800,,17966,
21,50,WB Games,757296000,,,
22,51,Blizzard Entertainment,765072000,,179,
23,53,Microsoft Game Studios,1009843200,1010,128,1325289600
24,54,TransGaming Technologies,,,,
25,56,Valve,840844800,,,
26,58,Mojang Studios,1241136000,,17966,
27,60,Climax Group,,,,
28,61,Gameloft,915148800,,,
29,66,Activision,307584000,,179,
30,67,Petroglyph Games,1049155200,,,
31,70,Nintendo,-2533161600,,,
32,72,Vicarious Visions,662601600,45512,66,1648771200
33,73,Aspyr Media,828230400,,,
34,74,CyberFront,-62135683200,,5191,-62135683200
35,80,Vivendi Games,1167523200,179,0,1215561600
36,81,Destination Software,,,,
37,82,Atari,70848000,,,
38,85,Double Fine Productions,962409600,,17966,
39,87,Mythic Entertainment,878342400,,,1401321600
40,92,NovaLogic,492220800,,,1475280000
41,95,Disney Interactive,599529600,,,1462838400
42,99,The 3DO Company,694137600,,,1051747200
43,100,Nival Interactive,,,,
44,101,Freeverse Software,,,,
45,104,Ubisoft Entertainment,512352000,,,
46,107,Lego Media,,,,
47,108,Techland,694137600,,,
48,110,Focus Entertainment,851990400,,,
49,112,Sega,-302313600,,,
50,115,Codemasters,504921600,,1,
51,116,Bohemia Interactive Studio,938649600,,,
52,120,MacPlay,,,,
53,126,Bethesda Game Studios,1009756800,,16565,
54,127,Funcom Productions,,,,
55,128,Microsoft,165801600,,,
56,129,Konami,-24710400,,,
57,130,MacSoft Games,757296000,,132,
58,131,Robot Entertainment,1262217600,,,
59,132,Destineer,946684800,,,
60,135,Sunflowers,,,,
61,139,Take-Two Interactive,757296000,,,
62,141,Virgin Interactive Entertainment (Europe) Ltd.,441676800,,,1072828800
63,144,GSC Game World,820368000,,,
64,145,cdv Software Entertainment,978220800,,,1293753600
65,146,Strategy First,662601600,,,
66,147,Vivendi Universal,,,,
67,148,Gearbox Software,919123200,,42845,
68,149,Ritual Entertainment,,,,
69,150,Hidden Path Entertainment,1136073600,,,
70,152,MicroProse,1577750400,,,
71,154,Neowiz Games,,,,
72,159,Konami Computer Entertainment Tokyo,796867200,129,129,1112313600
73,161,Konami Digital Entertainment,1143676800,,129,
74,163,Climax Studios,1230681600,,3248,
75,164,Rocksteady Studios,1104451200,,50,
76,169,MercurySteam,1041292800,,,
77,175,Haemimont Games,873072000,,,
78,176,FX Interactive,,,,
79,179,Activision Blizzard,1230681600,,,
80,183,Hasbro Interactive,818380800,,,980726400
81,184,id Software,665366400,,245,
82,187,"Nerve Software, LLC",1009756800,,,
83,188,Apogee Software,567907200,224,,851990400
84,189,BAM! Entertainment,,,,1104451200
85,191,Imagineer,507168000,,,
86,195,Brøderbund Software,347068800,1524,1524,915062400
87,197,THQ,599616000,,,1358899200
88,200,Electronic Arts Victor,,,,893980800
89,204,Gathering of Developers,884649600,,139,1094688000
90,205,GT Interactive,728524800,2406,,
91,208,Frontier Developments,757382400,,,
92,213,Infogrames,424483200,82,,1243555200
93,215,WizardWorks Software,662601600,,82,1078099200
94,216,Glu Mobile,,,,
95,222,BioWare Edmonton,791596800,,2,
96,223,Edge of Reality,915062400,,,
97,224,3D Realms,567907200,,,
98,229,SEGA of America,,,15878,
99,230,MachineWorks Northwest,,,,
100,232,Triptych Games,,,,
101,233,Piranha Games,978220800,,,
102,234,Cryo Interactive,725760000,,,1025481600
103,236,DreamCatcher Interactive,851990400,,469,1325289600
104,237,Crimson Cow,,,,
105,238,Typhoon Games,,,,
106,242,Verant Interactive,,,,
107,243,Sony Online Entertainment,882316800,6997,13634,1422835200
108,245,ZeniMax Media,925516800,,17966,
109,247,14 Degrees East,946598400,,,
110,248,Bandai Namco Entertainment,1427846400,,5024,
111,249,Crytek,936144000,,,
112,250,Square,431222400,26,,1049155200
113,251,Sunsoft,,,,
114,252,Square Electronic Arts,,,,
115,255,ArenaNet,978220800,,256,
116,256,NCsoft,883526400,,,
117,257,Sierra Studios,,,,
118,261,Quantic Dream,883526400,,5501,
119,263,Namco,-460339200,6330,248,1143763200
120,264,HanbitSoft,,,,
121,267,TalonSoft,794016000,,139,1041292800
122,268,Global Star Software,725760000,2001,139,1189382400
123,269,Enlight Software Limited,757296000,,,
124,270,JoWooD Productions Software,820368000,469,,1254355200
125,273,Sir-tech Software,347068800,,,904608000
126,280,Starbreeze Studios,1041292800,,,
127,287,Acclaim Entertainment,567907200,,,1093996800
128,290,IO Interactive,904608000,,,
129,293,TT Games,1135987200,,50,
130,294,Telltale Games,1086048000,,,1539216000
131,299,Hellbent Games,,,,
132,303,Jaleco,149990400,,18710,
133,305,Remedy Entertainment,820368000,,,
134,312,Konami Computer Entertainment Japan,851990400,129,129,1112313600
135,313,Success Corporation,266025600,,,
136,315,Trion Worlds,1167523200,,,
137,316,Sierra,1419984000,,66,
138,318,Rebellion Developments,723427200,,,
139,319,n-Space,788832000,,,1459209600
140,321,Tose,310262400,,,
141,324,Square Soft,,,,
142,325,Saffire,788832000,,,1104451200
143,326,Cyan Worlds,567907200,,,
144,327,Midway Games,-347241600,,,1293753600
145,330,THQ Asia Pacific,,,,
146,331,Triumph Studios,883526400,,517,
147,334,Sony Computer Entertainment Europe,,9606,,1459468800
148,338,Encore,,,,
149,340,Empire Interactive,567907200,,,1241395200
150,354,DSI Games,,,,
151,355,Zoo Digital,946598400,2192,,1235865600
152,356,Slightly Mad Studios,1262217600,,115,
153,357,Firebrand Games,,,,
154,363,GRAVITY,,,,
155,367,Gray Matter Interactive,757382400,428,66,1104537600
156,371,Dinamic Multimedia,757296000,,,1001030400
157,372,GSC World Publishing,1104451200,,,
158,373,Ascaron Entertainment,725760000,,,1262217600
159,374,Koch Media,788832000,42785,42782,1659571200
160,375,Red Ant Enterprises,,,,
161,376,Linux Game Publishing,,,,
162,380,Adventure Soft,707529600,,,
163,382,Silver Style Entertainment,,,,
164,383,RTL Enterprises,,,,
165,384,Playlogic Entertainment,,,,
166,385,Krome Studios,946598400,,,
167,387,Sculptured Software,473299200,1813,287,946598400
168,390,THQ Wireless,,,197,1294358400
169,391,Red Fly Studio,,,,
170,392,High Voltage Software,733622400,,3248,
171,393,inXile Entertainment,1029196800,,1010,
172,394,Nadeo,978220800,,104,
173,401,Naughty Dog,473299200,,10100,
174,404,Cyanide Studio,978220800,,24760,
175,408,TimeGate Studios,915062400,,,
176,413,Human Head Studios,875664000,,,1573603200
177,414,Croteam,757296000,,,
178,416,Syfy Games,,,,
179,418,EA Play,,,,
180,420,Flying Wild Hog,1238544000,,42785,
181,423,Deep Silver,1009843200,,42785,
182,426,Disney Interactive Studios,599529600,,95,1462838400
183,437,Avalanche Studios,1046476800,,45681,
184,439,Sumo Digital,1072828800,,,
185,440,(Archive) SCEE - duplicate,,,,
186,445,505 Games,1167523200,,,
187,446,Got Game Entertainment,,,,
188,449,D3 Publisher,,,,
189,453,Zen Studios,978220800,,946,
190,454,EA Sports,694137600,,1,
191,455,Sonalysts,,,,
192,457,Eugen Systems,,,,
193,458,Funcom,757296000,,,
194,461,Fox Interactive,,,,
195,465,U.S. Army,,,,
196,466,Interactive Magic,,,,
197,468,Meridian4,1104451200,,,
198,469,JoWooD Entertainment AG,820368000,753,,1306886400
199,470,Turbine,1109289600,42738,,1541030400
200,476,Matrix Games,946598400,8299,8871,1273449600
201,481,Reflexive Entertainment,883526400,,2812,
202,482,Revolution Software,638150400,,,
203,485,SCi Games,,,,
204,486,Sports Interactive,774748800,,,
205,487,3DO,,,,
206,489,Mindscape,441676800,,,
207,492,Atomic Games,631065600,,132,
208,494,Battlefront.com,883526400,,,
209,500,Auran,,,,
210,505,Outrage Games,880934400,,197,1080691200
211,508,PlayFirst,1104451200,,,
212,510,Larian Studios,851990400,,,
213,517,Paradox Interactive,915062400,,,
214,519,Graphic Simulations,,,,
215,523,Graphsim Entertainment,,,,
216,525,GMX Media,,,,
217,530,Eagle Dynamics,,,,
218,533,Stardock,694137600,,,
219,538,Viva Media,946598400,,,
220,539,SimBin,,,,
221,540,10tacle Studios,1072828800,,,1230681600
222,543,Rage Software,725760000,,,1072828800
223,547,Accolade,469065600,,,
224,564,Presto Studios,,,,
225,566,Midway,567993600,,,1233446400
226,571,Out Of The Park Developments,,,,
227,573,Tri Synergy,,,,
228,580,Spellbound Entertainment,765072000,,,
229,583,Ironclad Games,,,,
230,584,Sandlot Games,,,,
231,589,Shrapnel Games,,,,
232,591,Team Meat,1230681600,,,
233,592,Milestone,788832000,,42785,
234,593,The Adventure Company,1041292800,,753,
235,594,Microïds,504835200,,,
236,595,VU Games,,,,
237,603,Humongous Entertainment,720403200,,2039,
238,608,Broderbund,347068800,,,
239,610,Monster Games,851990400,,,
240,611,Celeris,567907200,,,
241,612,Brighter Minds,,,,
242,613,2D Boy,,,,
243,617,Bandai,-615168000,6330,,1143763200
244,620,Bungie,673056000,,10100,
245,623,DivoGames,,,,
246,624,Third Law Interactive,,,,
247,630,Koei,270172800,,,1238544000
248,632,Ambrosia Software,,,,
249,634,Devolver Digital,1262217600,,,
250,645,Firefly Studios,,,,
251,646,Blue Byte Software,570672000,7923,,978307200
252,648,Mountain Sheep,,,,
253,651,Sourcenext,,,,
254,652,Nintendo Australia,,,,
255,661,Image Space Incorporated,,,,
256,667,Crave Entertainment,852076800,,,1351641600
257,668,Digital Jesters,,,,
258,679,Tri-Synergy,,,,
259,684,Budcat Creations,1472688000,,179,1479254400
260,688,S2 Games,,,,
261,689,Garena,1262217600,,,
262,690,Torus Games,788832000,,,
263,691,HeadGames,,,,
264,695,Auran Games,,,,
265,696,HB Studios,,,,
266,697,Ubisoft Bucharest,725760000,,104,
267,700,Majesco Entertainment,536371200,,,1481155200
268,702,Ubisoft Montpellier,788832000,,104,
269,707,ChinaAVG,,,,
270,709,Teyon,1167523200,,,
271,710,Mastiff,,,,
272,711,Psyonix,978220800,,17463,
273,712,EA Mobile,1104451200,,1,
274,716,Natsume,578534400,,,
275,717,Red Storm Entertainment,851990400,,104,
276,720,Infogrames Europe,423273600,3301,,1052092800
277,722,343 Industries,1183248000,,17966,
278,727,Oddworld Inhabitants,788832000,,,
279,730,Straandlooper Animation,,,,
280,731,bitComposer Games,1235865600,,,1421280000
281,733,Realtime Worlds,1041292800,,,1293753600
282,735,K2 Network,,,,
283,737,Exosyphen Studios,1072828800,,,
284,740,Spicy Horse Games,1199059200,,,
285,742,Unigine Corp,,,,
286,743,Tripwire Interactive,1135987200,,946,
287,745,Futuremark Games Studio,,,,
288,747,Tarsier Studios,1088640000,,36725,
289,748,Double Eleven,1293753600,,,
290,750,Cinemaware,,,,
291,753,Nordic Games Publishing,1230681600,10075,7416,1470960000
292,754,Legacy Interactive,,,,
293,755,Namco Bandai Partners,1246924800,6330,5024,1372636800
294,756,E-Frontier,,,,
295,762,HAL Laboratory,319939200,,70,
296,763,38 Studios,1167523200,,,1337817600
297,771,Rare,482457600,,17966,
298,773,Nintendo EAD Tokyo Software Development Group No.1,1064880000,7902,421,1442361600
299,778,(Archive) Konami Mobile,,,,
300,780,Digitalmindsoft,1167523200,,,
301,781,M2,,,,
302,782,Marvelous Entertainment,867196800,1772,,1317427200
303,783,Kalypso Media,1167523200,,,
304,786,Q Entertainment,1065744000,,,
305,789,Buena Vista Games,,,,
306,790,Wargaming.net,915062400,,,
307,793,Pan Interactive,,,,
308,794,Virtuos,1101859200,,,
309,795,Ninja Theory,1072915200,,17966,
310,796,Infinite Game Publishing,,,,
311,797,"h.a.n.d., Inc.",899251200,,,
312,798,Ubisoft Australia,,,104,
313,800,Jupiter Corporation,708220800,,,
314,803,"Arika Co., Ltd.",815184000,,,
315,805,Other Ocean Interactive,1167523200,,21314,
316,807,Doublesix,,,,
317,813,Universal Interactive Studios,,,,
318,814,SuperVillain Studios,,,,
319,815,Vivendi Universal Games,1009756800,80,0,1167523200
320,817,Taito,-516153600,,26,
321,818,Atlus,513216000,,112,
322,820,Working Designs,536371200,,,
323,821,TDK Mediactive,,,,
324,823,United Front Games,1199059200,,,1476662400
325,828,Alfa System,,,,
326,831,Access Games,1041292800,,,
327,832,Rising Star Games,1104451200,,,
328,833,Ignition Entertainment,,,,
329,834,Insomniac Games,788832000,,10100,
330,835,Ronimo Games,1172707200,,,
331,836,Kadokawa Games,1238544000,,7707,
332,837,LEVEL-5,907200000,,,
333,843,Harmonix Music Systems,788918400,,,
334,844,RedOctane,,,,
335,845,Grasshopper Manufacture,891216000,,2016,
336,852,PlatinumGames,1191196800,,,
337,853,CCP Games,865123200,,2746,
338,854,Playdead,1149120000,,,
339,856,Unknown Worlds Entertainment,1009756800,,,
340,857,ThatGameCompany,1147651200,,,
341,858,Koei Tecmo Games,1270080000,,8482,
342,859,Runic Games,1218153600,,917,1509667200
343,860,Fatshark,1230681600,,,
344,861,Treasure,,,,
345,863,Takara,,,,
346,864,Hudson Soft,106531200,,161,1330560000
347,870,SEGA Amusements Europe,,,,
348,872,Altron,,,,
349,873,Cloud Imperium Games Corporation,1333584000,,,
350,888,Digital Eclipse,725760000,1267,,1072828800
351,891,Halfbrick Studios,,,,
352,893,The Farm 51,,,,
353,894,DON'T NOD,1230681600,,,
354,895,Heavy Iron Studios,915148800,,,
355,899,Ubisoft Milan,1063152000,,104,
356,902,Yager Development,928195200,,,
357,903,Interplay Productions,441676800,5,,915062400
358,907,Sony Computer Entertainment of America,,,,1459468800
359,908,CD Projekt RED,1012521600,,4291,
360,910,Re-Logic,1288310400,,,
361,912,Snail Games,,,,
362,913,Gala Networks,,,,
363,914,Mental Games,,,,
364,915,Crate Entertainment,1230681600,,,
365,917,Perfect World Entertainment,1212278400,11262,42782,1650499200
366,918,Fullbright,1488326400,,,
367,919,Grinding Gear Games,1162339200,,,
368,921,Might and Delight,1271376000,,,
369,922,Paramount Pictures,,,,
370,926,City Interactive,1041292800,1212,,1388448000
371,928,Supergiant Games,1262217600,,,
372,934,Iridon Interactive AB,865123200,10116,,1135987200
373,935,Running with Scissors,,,,
374,936,Shining Rock Software,,,,
375,938,Coktel Vision,504835200,,489,1135987200
376,942,Graviteam,,,,
377,945,Nitro Games,,,,
378,946,Saber Interactive,978220800,,42782,
379,947,Taleworlds,1135987200,,,
380,949,Reloaded Productions,,,,
381,950,Rovio Entertainment,1072828800,950,112,1135987200
382,951,Sunflowers Interactive Entertainment Software,,,,
383,952,Black Sea Studios,1009756800,2930,8623,1215993600
384,955,Blue Isle Studios,1293753600,,,
385,957,Ndemic Creations,1356912000,,,
386,961,BattleGoat Studios,,,,
387,962,Lighthouse Interactive,1135987200,,,1230768000
388,963,Kerberos Productions,,,,
389,966,KillHouse Games,1356912000,,,
390,999,Coffee Stain Studios,1287619200,,42782,
391,1000,Absolute Entertainment,536371200,,,820368000
392,1001,Eutechnyx,820454400,,,
393,1005,Klei Entertainment,1120176000,,42,1611273600
394,1006,Housemarque,820368000,,10100,1624924800
395,1009,RedLynx,946684800,,104,
396,1010,Microsoft Studios,1325289600,17966,128,1549324800
397,1012,FromSoftware,531187200,,7707,
398,1013,Polytron Corporation,,,,
399,1014,Data Design Interactive,,,,
400,1016,Twisted Tree,,,,
401,1018,Gaijin Entertainment,,,,
402,1021,WayForward Technologies,662601600,,,
403,1023,Wizards of the Coast LLC,,,,
404,1025,Good-Feel,,,,
405,1028,Revistronic,,,,
406,1045,Viacom New Media,,,,
407,1050,Mode 7,1135987200,,,
408,1051,Hothead Games,,,,
409,1052,Valcon Games,,,,
410,1053,Spike,687744000,1217,,1333238400
411,1057,Egmont Interactive,,,,
412,1058,Xicat Interactive,,,,
413,1059,"YUKE'S Co., Ltd.",730684800,,,
414,1061,Distractionware,,,,
415,1062,Ivory Tower,1199059200,,7041,
416,1063,Semi Secret Software,,,,
417,1069,"SIMS Co., Ltd",676684800,,,
418,1074,The Pokémon Company,893289600,,70,
419,1078,Knowledge Adventure,694137600,24144,12241,1349049600
420,1079,"Topologika Software, Inc.",,,,
421,1082,Guild Software,,,,
422,1092,AIM Productions,,,,
423,1093,Chunsoft,473299200,1217,,1333238400
424,1095,Genius Sonority,,,,
425,1097,Shiro Games,1356912000,,8623,
426,1102,"Mobile & Game Studio, Inc.",,,,
427,1108,Two Tribes B.V.,993945600,,8483,1389139200
428,1109,Stunlock Studios,1293753600,,,
429,1110,EA Partners,,,,
430,1111,Trapdoor,,,,
431,1113,Tequila Works,1291161600,,,
432,1116,Nimbly Games,,,,
433,1117,Lace Mamba Global,,,,
434,1118,Torn Banner Studios,,,,
435,1121,Atarisoft,,,,
436,1122,The Code Monkeys,,,,
437,1125,Kuju Entertainment,915062400,,,
438,1129,Quixel,,,,
439,1134,Interceptor Entertainment,1293753600,13312,,1514678400
440,1135,KID,,,,
441,1150,Shenzhen Nanjing Technology,1041292800,,,
442,1151,Game Arts,478569600,,2016,
443,1179,Imangi Studios,,,,
444,1189,TopWare Interactive,820368000,,,
445,1194,Masque Publishing,,,,
446,1208,Bizarre Creations,599529600,,66,1297987200
447,1212,CI Games,1041292800,,,
448,1214,Game Republic Inc.,1057017600,,,1306886400
449,1215,Banpresto,631065600,4252,248,1207008000
450,1217,Spike ChunSoft,1333238400,,,
451,1218,Arc System Works,579398400,,,
452,1219,Webfoot Technologies,,,,
453,1221,Artdink,514425600,,,
454,1223,Blast! Entertainment,1167523200,,,1262217600
455,1224,Introversion Software,1009756800,,,
456,1225,Ubisoft San Francisco,1262217600,,104,
457,1226,Greenheart Games,1325289600,,,
458,1228,The Behemoth,1041379200,,0,
459,1234,System 3 Software,410140800,,,
460,1243,NeoCore Games,1135987200,,,
461,1247,Lego Group,,,,
462,1249,NewKidCo,,,,
463,1251,Beyond Games,725760000,,,
464,1254,FarSight Studios,,,,
465,1260,Behaviour Interactive,883526400,,,
466,1261,MTV Games,,,,
467,1264,O3 Entertainment,,,,
468,1266,Mad Catz,,,,
469,1272,Sega Sports R&D,,,,
470,1277,Mattel Interactive,,,,
471,1278,Paradigm Entertainment,,,,
472,1281,Kemco,473299200,,,
473,1285,King,,,179,
474,1287,Irem,157680000,,,
475,1289,DC Comics,,,,
476,1294,Gaelco,,,,
477,1298,Chicago Gaming,,,,
478,1299,Firemint,,,,
479,1302,THQ Studio Australia,,,,
480,1304,Tantalus Media,788832000,,,
481,1305,ValuSoft,,,,
482,1307,Nick Games,,,,
483,1309,Avalanche Software,812505600,,50,1485216000
484,1310,The Game Factory,1104451200,,,
485,1311,Cartoon Network Interactive,,,,
486,1312,Realtime Associates,,,,
487,1314,Papaya Studio,,,,
488,1317,Red Mile Entertainment,1091318400,,,1230768000
489,1318,Sidhe Interactive,,,,
490,1320,Straight Right,,,,
491,1327,SouthPeak Interactive,825638400,,,1372636800
492,1328,Venan Entertainment,,,,
493,1335,Number None Inc.,,,,
494,1359,Ruffian Games,,,,
495,1361,Replay Games,,,,
496,1363,Akella,757296000,,,
497,1364,The Chinese Room,1356912000,,439,
498,1365,Lucas Pope,,,,
499,1368,Impromptu Games,,,,
500,1370,Emily Short,,,,
501,1373,OP Productions,,,,
502,1377,Uber Entertainment,1204329600,21583,,1577750400
503,1380,Red Barrels,1325289600,,,
504,1383,ACQUIRE Corp.,786672000,,2016,
505,1388,Black Label Games,,,,
506,1389,Bossa Studios,1293753600,,,
507,1391,gamigo AG,,,,
508,1393,Creatures Inc.,604713600,,,
509,1395,Minmax Games,,,,
510,1396,Amanita Design,1072828800,,,
511,1398,Capybara Games,1072828800,,,
512,1399,Novarama,1072828800,,,
513,1400,Rat King Entertainment,,,,
514,1401,Oxeye Game Studio,,,,
515,1404,Titus Software,,,,
516,1405,Nippon Ichi Software,683683200,,,
517,1406,Going Load Studios,,,,
518,1410,Tru Blu Entertainment,,,,
519,1413,Red 5 Studios,,,,
520,1414,Nexon Co. Ltd.,,,,
521,1416,Francisco Téllez de Meneses,,,,
522,1417,Ninagamers Corp.,,,,
523,1418,Chucklefish Games,1325289600,,,
524,1419,Harebrained Schemes,1325289600,,517,
525,1420,BeautiFun Games,1325289600,,,
526,1421,Mossmouth,,,,
527,1424,Galactic Cafe,,,,
528,1425,Misfits Attic,,,,
529,1427,Damian Sommer,,,,
530,1428,Trendy Entertainment,,,,
531,1429,Reverb Communications,,,,
532,1431,Wild Games Studio,,,,
533,1434,Alientrap Games Inc,1041292800,,3911,
534,1438,Office Create,,,,
535,1440,Taito Corporation,-505008000,,,
536,1443,SCS Software,859766400,,,
537,1447,Subset Games,1301616000,,8623,
538,1448,Muse Games,,,,
539,1449,MC2 France,,,,
540,1451,Black Pants Game Studio,,,,
541,1454,WarChest,,,,
542,1455,Elixir Studios,,,,
543,1456,Team Psykskallar,1212278400,,,
544,1457,Nine Realms,,,,
545,1458,MindArk,946598400,,,
546,1459,Milestone S.r.l.,,,,
547,1460,Plug In Digital,1356912000,,3911,
548,1463,Black Forest Games,1356912000,,10075,
549,1464,Squad,1262217600,,,
550,1466,Mastertronic,441676800,13197,,
551,1467,Sammy,,,,
552,1473,TEC Interactive Pte. Ltd.,1243468800,,,
553,1474,SNK,268099200,,,1003708800
554,1475,Infogrames Entertainment,,,,
555,1477,Whiptail Interactive,,,,
556,1488,Activision Value,307584000,,179,
557,1493,Crescent Moon Games,,,,
558,1494,GOA Games Services Ltd.,,,,
559,1495,Michael Todd Games,,,,
560,1524,The Learning Company,,,,
561,1527,Giants Software,,,,
562,1531,22Cans,1329696000,,,
563,1532,Hopoo Games,1356912000,,,
564,1552,Astragon,,,,
565,1564,Portalarium,,,,
566,1565,The Indie Stone,,,,
567,1566,Agetec,,,,
568,1567,Midas Interactive Entertainment,915062400,,,
569,1568,Ancient,638928000,,3911,
570,1612,Pan Vision,1009756800,,,
571,1617,Game Freak,609552000,,,
572,1626,Grenade Games,,,,
573,1630,Nvidia,,,,
574,1633,Warner Bros. Studios,,,,
575,1637,TT Games Publishing,1130803200,,293,
576,1639,Cellar Door Games,,,,
577,1641,Hello Games,1230681600,,,
578,1643,Activision Publishing Minneapolis Inc.,,,,
579,1653,Vlambeer,1283299200,,,1598918400
580,1655,Priority Interrupt,,,,
581,1656,Alcuria Games,,,,
582,1657,Chaosoft Games,,,,
583,1658,Sauropod Studio,,,,
584,1659,Keen Software House,1293753600,,,
585,1661,Owlchemy Labs,,,,
586,1662,Orteil,,,,
587,1663,Suspicious Developments,1356912000,,,
588,1664,Doublespeak Games,,,,
589,1666,Sega Europe,,,,
590,1668,Mumbo Jumbo,,,,
591,1687,Terry Cavanagh,,,,
592,1698,2 Dawn Studios,,,,
593,1699,Reverb Publishing,,,,
594,1700,aniwey,,,,
595,1701,Ice-Pick Lodge,,,,
596,1702,ND Games,,,,
597,1703,Best Way,,,,
598,1713,Michał Rawdanowicz,,,,
599,1715,Facepunch Studios,,,,
600,1718,Dead Mage,,,,
601,1719,Loh Zarrin Nikan,,,,
602,1720,Just A Game,,,,
603,1722,Tom Create,,,,
604,1724,Fox Kids,,,,
605,1727,QVS International,,,,
606,1737,Little Orbit,,,,
607,1748,Left Field Productions,,,,
608,1757,Egosoft,581126400,,,
609,1762,Simon & Schuster,,,,
610,1765,Nerd Monkeys,,,,
611,1767,Victor Interactive Software,,,,
612,1769,Marvelous Interactive,18489600,782,782,1183161600
613,1770,505 Game Street,,445,,
614,1772,Marvelous AQL,1317427200,6071,,1404172800
615,1773,Marvelous AQL Europe,1333238400,9066,1772,1404172800
616,1780,Lexis Numerique,641520000,,8623,1405468800
617,1783,Midway Home Entertainment,,,,
618,1794,ESP,,,,
619,1795,Conspiracy Entertainment,883526400,,,
620,1796,Swing! Entertainment Media,947721600,,,
621,1803,Bigben Interactive,351216000,24760,,1581379200
622,1804,Genki,,,,
623,1816,Culture Brain,,,,
624,1831,Compile,386467200,,,1068076800
625,1836,Throwback Entertainment,1167523200,,,
626,1850,Asmik Ace Entertainment,,,,
627,1854,Enix Corporation,180576000,26,,1049155200
628,1860,Virgin Entertainment,,,,
629,1862,Skyworks Interactive,,,,
630,1867,Sanrio Digital,,,,
631,1868,Level Up! Games,,,,
632,1869,GOGAME,,,,
633,1870,gloot.net,,,,
634,1871,GameMaxx,,,,
635,1872,C2 Vision,,,,
636,1876,Dorart,,,,
637,1883,Vector Unit,1199059200,,,
638,1887,Black Dragon Productions,,,,
639,1891,Transposia,,,,
640,1893,PopCap Games,978220800,,1,
641,1894,Oberon Media,,,,
642,1895,EON Digital Entertainment,,,,
643,1901,Reef Entertainment,,,,
644,1902,Strike games,,,,
645,1904,Team6 Game Studios,1009756800,,,
646,1907,"Creat Studios, Inc.",662601600,,,
647,1915,Nelvana,,,,
648,1917,Image Works,599529600,,,725760000
649,1920,Viz Media,,,,
650,1921,Shonen Jump,,,,
651,1928,The Harvey Entertainment Company,,,,
652,1929,Play It!,,,,
653,1932,Able Corporation,,,,
654,1933,Neko Entertainment,946598400,,,
655,1936,Gotham Games,,,,
656,1941,Universal Pictures,,,,
657,1942,Oxygen Games,1009756800,,,
658,1944,Acclaim Max Sports,,,,
659,1945,EA Sports BIG,946684800,,1,1199145600
660,1946,NDA Productions,,,,
661,1947,Tomy,,,,
662,1950,Lego Interactive,,,,
663,1952,Sting Entertainment,602812800,,8623,
664,1953,Entertainment Software Publishings,,,,
665,1956,Idea Factory,783129600,,,
666,1957,Midway Games West,,,,
667,1960,MTO,,,,
668,1963,G.rev,,,,
669,1964,ESP Software,,,,
670,1966,JV Games,,,,
671,1968,Evolved Games,,,,
672,1969,Tate Interactive,,,,
673,1973,Twisted Pixel,1167523200,,39621,
674,1975,2K Sports,1106611200,,8,
675,1976,NOW Production,519350400,,,
676,1980,ITL,,,,
677,1981,Datel,,,,
678,1982,CodeJunkies,,,,
679,1991,Unique Development Studios,757296000,,,1078963200
680,1994,PIN Change,,,,
681,1995,4Kids TV,,,,
682,1996,Toei Animation,,,,
683,1997,Ganbarion,934502400,,,
684,2000,Cat Daddy Games,851990400,,5982,
685,2001,2K Play,1189382400,,139,
686,2002,Phoenix Games Studios,,,,
687,2003,Media Kite,,,,
688,2006,Encore Software Inc.,,,,
689,2011,Global A Entertainment,,,,
690,2012,Evolution Games,,,,
691,2013,MGM Interactive,,,,
692,2014,Steel Monkeys,,,,
693,2016,"GungHo Online Entertainment, Inc.",1028160000,,,
694,2017,MonkeyPaw Games,,,,
695,2020,"Tecmo Co., Ltd.",,,,
696,2023,Sony Music Entertainment Japan,670464000,,10282,
697,2026,Naps Team,757296000,,,
698,2033,Kids Station,,,,
699,2034,XS Games,,,,
700,2035,Play It Games,,,,
701,2036,Sunrise Interactive,,,,
702,2039,Tommo Inc,,,,
703,2040,Wanadoo Edition,,,,
704,2046,Zombie Studios,788832000,,,1420588800
705,2050,Jagex Ltd. Games Studio,1007164800,,,
706,2051,Hands-On Mobile,,,,
707,2052,NEC Interchannel,,,,
708,2060,Mechanic Arms,,,,
709,2079,Nordcurrent,1041292800,,,
710,2081,Iron Tower Studio,1104451200,,8623,
711,2083,Metro 3D,,,,
712,2084,Wicked Witch Software,1009756800,,,
